LineID,Subsystem,Sensor,Value
3298,Subsystem A,Sensor B,2.101
3299,Subsystem B,Sensor E,11.183
3300,Subsystem C,Sensor I,11.140
3301,Subsystem B,Sensor F,11.260
3302,Subsystem D,Sensor P,-1.124
3303,Subsystem B,Sensor F,14.835
3304,Subsystem B,Sensor E,10.799
3305,Subsystem C,Sensor L,8.257
3306,Subsystem D,Sensor O,-2.435
3307,Subsystem D,Sensor P,-0.922
3308,Subsystem B,Sensor G,12.540
3309,Subsystem D,Sensor M,-2.168
3310,Subsystem A,Sensor B,1.208
3311,Subsystem B,Sensor F,12.205
3312,Subsystem D,Sensor M,-2.602
3313,Subsystem D,Sensor M,-2.463
3314,Subsystem B,Sensor F,13.193
3315,Subsystem C,Sensor L,8.142
3316,Subsystem B,Sensor H,5.182
3317,Subsystem B,Sensor F,15.000
3318,Subsystem C,Sensor I,7.541
3319,Subsystem D,Sensor N,-0.224
3320,Subsystem A,Sensor B,1.041
3321,Subsystem D,Sensor P,-1.161
3322,Subsystem B,Sensor E,10.898
3323,Subsystem B,Sensor F,11.313
3324,Subsystem B,Sensor H,3.121
3325,Subsystem A,Sensor A,7.085
3326,Subsystem C,Sensor K,6.699
3327,Subsystem C,Sensor L,10.499
3328,Subsystem C,Sensor K,7.976
3329,Subsystem C,Sensor K,5.425
3330,Subsystem C,Sensor I,7.978
3331,Subsystem A,Sensor B,2.305
3332,Subsystem C,Sensor K,7.093
3333,Subsystem C,Sensor L,9.195
3334,Subsystem C,Sensor J,1.000
3335,Subsystem C,Sensor I,7.640
3336,Subsystem D,Sensor N,-0.865
3337,Subsystem B,Sensor E,9.705
3338,Subsystem D,Sensor P,-1.448
3339,Subsystem B,Sensor H,5.974
3340,Subsystem C,Sensor K,6.736
3341,Subsystem A,Sensor C,6.631
3342,Subsystem B,Sensor H,6.063
3343,Subsystem D,Sensor O,-2.076
3344,Subsystem D,Sensor M,-2.077
3345,Subsystem C,Sensor L,10.588
3346,Subsystem B,Sensor E,11.333
3347,Subsystem B,Sensor E,9.412
3348,Subsystem C,Sensor J,2.476
3349,Subsystem B,Sensor G,14.095
3350,Subsystem D,Sensor O,-2.299
3351,Subsystem C,Sensor I,8.059
3352,Subsystem A,Sensor C,4.332
3353,Subsystem B,Sensor E,9.040
3354,Subsystem B,Sensor F,11.101
3355,Subsystem A,Sensor B,2.420
3356,Subsystem B,Sensor G,14.105
3357,Subsystem C,Sensor I,9.703
3358,Subsystem B,Sensor E,13.129
3359,Subsystem C,Sensor L,7.527
3360,Subsystem C,Sensor K,7.409
3361,Subsystem D,Sensor M,-2.473
3362,Subsystem A,Sensor D,2.172
3363,Subsystem B,Sensor H,6.496
3364,Subsystem D,Sensor N,-1.031
3365,Subsystem D,Sensor M,-2.809
3366,Subsystem C,Sensor K,7.485
3367,Subsystem D,Sensor P,-1.946
3368,Subsystem A,Sensor B,1.589
3369,Subsystem C,Sensor K,6.284
3370,Subsystem A,Sensor B,1.380
3371,Subsystem C,Sensor J,1.098
3372,Subsystem C,Sensor I,7.904
3373,Subsystem C,Sensor K,4.961
3374,Subsystem B,Sensor F,14.734
3375,Subsystem B,Sensor E,10.153
3376,Subsystem D,Sensor M,-3.000
3377,Subsystem B,Sensor F,10.947
3378,Subsystem C,Sensor I,7.779
3379,Subsystem A,Sensor A,7.244
3380,Subsystem C,Sensor K,5.762
3381,Subsystem B,Sensor H,5.774
3382,Subsystem B,Sensor E,12.337
3383,Subsystem A,Sensor C,8.513
3384,Subsystem D,Sensor O,-1.632
3385,Subsystem C,Sensor J,1.997
3386,Subsystem D,Sensor N,-1.123
3387,Subsystem C,Sensor K,5.242
3388,Subsystem B,Sensor H,3.002
3389,Subsystem D,Sensor P,-1.304
3390,Subsystem A,Sensor C,6.637
3391,Subsystem B,Sensor E,9.135
3392,Subsystem D,Sensor P,-1.556
3393,Subsystem C,Sensor I,8.255
3394,Subsystem D,Sensor P,-0.013
3395,Subsystem C,Sensor J,1.656
3396,Subsystem C,Sensor I,7.892
3397,Subsystem D,Sensor M,-2.760
3398,Subsystem C,Sensor K,6.002
3399,Subsystem A,Sensor B,1.774
3400,Subsystem B,Sensor E,9.510
3401,Subsystem C,Sensor I,11.794
3402,Subsystem A,Sensor A,10.288
3403,Subsystem A,Sensor A,9.162
3404,Subsystem C,Sensor I,8.314
3405,Subsystem B,Sensor G,13.098
3406,Subsystem B,Sensor E,10.866
3407,Subsystem D,Sensor M,-2.911
3408,Subsystem C,Sensor J,2.232
3409,Subsystem C,Sensor I,7.656
3410,Subsystem A,Sensor A,7.658
3411,Subsystem B,Sensor F,14.049
3412,Subsystem A,Sensor D,3.574
3413,Subsystem D,Sensor O,-2.923
3414,Subsystem C,Sensor J,2.416
3415,Subsystem C,Sensor L,9.176
3416,Subsystem B,Sensor H,3.884
3417,Subsystem C,Sensor I,9.343
3418,Subsystem C,Sensor K,5.574
3419,Subsystem D,Sensor M,-2.595
3420,Subsystem D,Sensor P,-0.061
3421,Subsystem B,Sensor H,5.865
3422,Subsystem D,Sensor O,-2.603
3423,Subsystem D,Sensor N,-2.091
3424,Subsystem D,Sensor O,-2.710
3425,Subsystem B,Sensor E,9.178
3426,Subsystem A,Sensor C,5.527
3427,Subsystem D,Sensor P,-0.802
3428,Subsystem C,Sensor K,7.436
3429,Subsystem A,Sensor A,6.453
3430,Subsystem B,Sensor G,13.879
3431,Subsystem C,Sensor J,1.125
3432,Subsystem B,Sensor F,10.727
3433,Subsystem C,Sensor I,11.019
3434,Subsystem C,Sensor K,7.755
3435,Subsystem B,Sensor E,12.327
3436,Subsystem C,Sensor K,6.604
3437,Subsystem D,Sensor O,-0.870
3438,Subsystem A,Sensor C,8.318
3439,Subsystem C,Sensor K,4.525
3440,Subsystem D,Sensor O,-0.533
3441,Subsystem A,Sensor C,5.629
3442,Subsystem C,Sensor K,7.844
3443,Subsystem A,Sensor D,3.323
3444,Subsystem D,Sensor O,-0.515
3445,Subsystem C,Sensor K,8.747
3446,Subsystem C,Sensor L,10.244
3447,Subsystem A,Sensor D,3.280
3448,Subsystem D,Sensor O,-0.572
3449,Subsystem A,Sensor C,8.182
3450,Subsystem B,Sensor E,10.123
3451,Subsystem C,Sensor K,7.955
3452,Subsystem B,Sensor F,11.679
3453,Subsystem B,Sensor F,12.970
3454,Subsystem A,Sensor B,1.261
3455,Subsystem D,Sensor M,-2.141
3456,Subsystem C,Sensor L,10.154
3457,Subsystem D,Sensor N,0.000
3458,Subsystem B,Sensor F,10.960
3459,Subsystem A,Sensor B,1.347
3460,Subsystem D,Sensor O,-2.138
3461,Subsystem C,Sensor L,7.801
3462,Subsystem D,Sensor P,-0.535
3463,Subsystem C,Sensor K,3.557
3464,Subsystem C,Sensor I,8.163
3465,Subsystem C,Sensor J,1.361
3466,Subsystem C,Sensor K,8.101
3467,Subsystem C,Sensor K,6.420
3468,Subsystem B,Sensor H,6.975
3469,Subsystem A,Sensor B,1.670
3470,Subsystem D,Sensor N,-1.014
3471,Subsystem C,Sensor I,7.734
3472,Subsystem A,Sensor A,8.580
3473,Subsystem A,Sensor C,4.002
3474,Subsystem D,Sensor N,-2.289
3475,Subsystem A,Sensor C,4.607
3476,Subsystem C,Sensor L,9.939
3477,Subsystem B,Sensor H,5.233
3478,Subsystem D,Sensor M,-1.715
3479,Subsystem B,Sensor H,5.465
3480,Subsystem B,Sensor G,12.680
3481,Subsystem C,Sensor I,11.738
3482,Subsystem B,Sensor G,14.409
3483,Subsystem A,Sensor A,9.546
3484,Subsystem C,Sensor J,1.246
3485,Subsystem B,Sensor H,3.339
3486,Subsystem A,Sensor D,3.883
3487,Subsystem A,Sensor C,5.593
3488,Subsystem A,Sensor A,7.999
3489,Subsystem A,Sensor D,2.149
3490,Subsystem B,Sensor F,10.858
3491,Subsystem B,Sensor H,6.056
3492,Subsystem D,Sensor P,0.000
3493,Subsystem D,Sensor M,-2.081
3494,Subsystem B,Sensor E,9.411
3495,Subsystem A,Sensor A,8.985
3496,Subsystem A,Sensor C,6.105
3497,Subsystem D,Sensor N,-1.051
3498,Subsystem C,Sensor J,1.108
3499,Subsystem A,Sensor B,1.339
3500,Subsystem B,Sensor E,10.447
3501,Subsystem A,Sensor C,5.510
3502,Subsystem B,Sensor H,4.759
3503,Subsystem D,Sensor O,-2.399
3504,Subsystem A,Sensor C,8.680
3505,Subsystem D,Sensor P,-0.928
3506,Subsystem C,Sensor L,7.719
3507,Subsystem B,Sensor H,5.184
3508,Subsystem B,Sensor F,10.747
3509,Subsystem C,Sensor L,9.945
3510,Subsystem B,Sensor F,12.662
3511,Subsystem D,Sensor M,-2.337
3512,Subsystem B,Sensor E,12.543
3513,Subsystem B,Sensor G,14.270
3514,Subsystem D,Sensor P,-1.050
3515,Subsystem D,Sensor O,-1.806
3516,Subsystem A,Sensor D,4.189
3517,Subsystem A,Sensor C,8.236
3518,Subsystem A,Sensor B,1.197
3519,Subsystem A,Sensor C,8.143
3520,Subsystem C,Sensor K,5.664
3521,Subsystem C,Sensor K,3.999
3522,Subsystem A,Sensor A,8.476
3523,Subsystem D,Sensor O,-0.578
3524,Subsystem B,Sensor H,2.621
3525,Subsystem C,Sensor K,5.070
3526,Subsystem D,Sensor M,-1.685
3527,Subsystem B,Sensor H,4.128
3528,Subsystem C,Sensor I,7.809
3529,Subsystem C,Sensor L,8.488
3530,Subsystem C,Sensor J,1.197
3531,Subsystem A,Sensor C,4.692
3532,Subsystem A,Sensor B,1.954
3533,Subsystem A,Sensor B,1.155
3534,Subsystem C,Sensor J,1.265
3535,Subsystem A,Sensor C,7.840
3536,Subsystem D,Sensor N,-0.827
3537,Subsystem C,Sensor K,4.776
3538,Subsystem C,Sensor L,9.619
3539,Subsystem B,Sensor H,5.198
3540,Subsystem B,Sensor F,14.050
3541,Subsystem B,Sensor E,10.485
3542,Subsystem A,Sensor A,8.954
3543,Subsystem B,Sensor G,15.000
3544,Subsystem C,Sensor L,10.030
3545,Subsystem A,Sensor B,1.710
3546,Subsystem D,Sensor M,-1.957
3547,Subsystem C,Sensor I,11.333
3548,Subsystem C,Sensor K,7.678
3549,Subsystem C,Sensor L,9.517
3550,Subsystem A,Sensor D,1.598
3551,Subsystem D,Sensor P,-1.510
3552,Subsystem B,Sensor E,12.638
3553,Subsystem B,Sensor E,12.194
3554,Subsystem D,Sensor N,-1.994
3555,Subsystem A,Sensor A,7.897
3556,Subsystem C,Sensor K,7.671
3557,Subsystem B,Sensor F,13.718
3558,Subsystem A,Sensor D,2.129
3559,Subsystem B,Sensor F,12.792
3560,Subsystem C,Sensor I,8.215
3561,Subsystem A,Sensor A,7.913
3562,Subsystem D,Sensor P,-0.229
3563,Subsystem D,Sensor M,-2.127
3564,Subsystem B,Sensor G,14.644
3565,Subsystem C,Sensor K,6.352
3566,Subsystem B,Sensor F,14.053
3567,Subsystem C,Sensor J,1.315
3568,Subsystem A,Sensor C,4.725
3569,Subsystem A,Sensor A,7.293
3570,Subsystem A,Sensor B,1.163
3571,Subsystem C,Sensor J,1.000
3572,Subsystem A,Sensor D,2.534
3573,Subsystem A,Sensor D,1.697
3574,Subsystem A,Sensor C,5.676
3575,Subsystem B,Sensor F,13.159
3576,Subsystem B,Sensor G,14.389
3577,Subsystem B,Sensor E,9.720
3578,Subsystem C,Sensor K,7.101
3579,Subsystem D,Sensor N,-2.037
3580,Subsystem C,Sensor L,8.140
3581,Subsystem A,Sensor A,9.210
3582,Subsystem A,Sensor D,3.034
3583,Subsystem A,Sensor C,7.036
3584,Subsystem D,Sensor M,-2.246
3585,Subsystem C,Sensor I,9.892
3586,Subsystem A,Sensor B,2.299
3587,Subsystem C,Sensor I,7.575
3588,Subsystem B,Sensor G,15.000
3589,Subsystem A,Sensor A,7.180
3590,Subsystem C,Sensor I,8.210
3591,Subsystem B,Sensor F,11.879
3592,Subsystem C,Sensor I,11.174
3593,Subsystem B,Sensor G,14.630
3594,Subsystem C,Sensor K,8.180
3595,Subsystem D,Sensor N,-0.480
3596,Subsystem C,Sensor J,1.589
3597,Subsystem D,Sensor M,-2.044
3598,Subsystem C,Sensor I,9.127
3599,Subsystem C,Sensor L,10.446
3600,Subsystem D,Sensor P,-0.503
3601,Subsystem A,Sensor D,2.666
3602,Subsystem C,Sensor K,4.992
3603,Subsystem A,Sensor D,2.438
3604,Subsystem C,Sensor J,1.000
3605,Subsystem C,Sensor L,8.808
3606,Subsystem A,Sensor B,1.317
3607,Subsystem C,Sensor K,7.280
3608,Subsystem D,Sensor O,-1.624
3609,Subsystem C,Sensor J,1.084
3610,Subsystem C,Sensor J,1.897
3611,Subsystem C,Sensor J,1.186
3612,Subsystem D,Sensor P,0.000
3613,Subsystem D,Sensor M,-2.117
3614,Subsystem C,Sensor J,2.601
3615,Subsystem A,Sensor D,1.628
3616,Subsystem B,Sensor H,3.153
3617,Subsystem A,Sensor C,5.650
3618,Subsystem B,Sensor E,12.323
3619,Subsystem B,Sensor F,14.198
3620,Subsystem B,Sensor E,9.191
3621,Subsystem A,Sensor A,5.260
3622,Subsystem B,Sensor E,12.157
3623,Subsystem A,Sensor B,1.282
3624,Subsystem B,Sensor H,6.368
3625,Subsystem A,Sensor A,7.736
3626,Subsystem C,Sensor I,8.340
3627,Subsystem C,Sensor I,12.267
3628,Subsystem A,Sensor A,6.436
3629,Subsystem A,Sensor B,1.071
3630,Subsystem C,Sensor K,4.194
3631,Subsystem A,Sensor A,7.506
3632,Subsystem A,Sensor B,1.743
3633,Subsystem D,Sensor P,-0.151
3634,Subsystem A,Sensor C,6.722
3635,Subsystem A,Sensor C,7.900
3636,Subsystem C,Sensor L,8.839
3637,Subsystem D,Sensor O,-2.128
3638,Subsystem A,Sensor C,5.961
3639,Subsystem B,Sensor H,4.258
3640,Subsystem A,Sensor A,4.470
3641,Subsystem B,Sensor G,14.244
3642,Subsystem D,Sensor M,-2.101
3643,Subsystem D,Sensor O,-2.839
3644,Subsystem D,Sensor P,-1.331
3645,Subsystem C,Sensor K,6.031
3646,Subsystem C,Sensor K,5.541
3647,Subsystem A,Sensor B,1.252
3648,Subsystem B,Sensor G,13.682
3649,Subsystem D,Sensor O,-2.707
3650,Subsystem B,Sensor E,10.991
3651,Subsystem D,Sensor O,-1.472
3652,Subsystem C,Sensor I,7.814
3653,Subsystem C,Sensor L,9.788
3654,Subsystem C,Sensor I,11.943
3655,Subsystem A,Sensor D,1.984
3656,Subsystem D,Sensor M,-1.881
3657,Subsystem C,Sensor I,10.351
3658,Subsystem B,Sensor H,6.202
3659,Subsystem B,Sensor G,14.864
3660,Subsystem A,Sensor A,7.701
3661,Subsystem D,Sensor O,-3.000
3662,Subsystem C,Sensor L,10.356
3663,Subsystem B,Sensor E,9.778
3664,Subsystem D,Sensor M,-2.996
3665,Subsystem A,Sensor B,1.049
3666,Subsystem B,Sensor H,5.797
3667,Subsystem C,Sensor I,8.355
3668,Subsystem C,Sensor K,7.952
3669,Subsystem A,Sensor A,7.385
3670,Subsystem C,Sensor J,1.714
3671,Subsystem B,Sensor F,14.196
3672,Subsystem C,Sensor K,5.673
3673,Subsystem B,Sensor F,13.824
3674,Subsystem D,Sensor P,-1.677
3675,Subsystem A,Sensor A,8.597
3676,Subsystem A,Sensor A,7.045
3677,Subsystem C,Sensor L,7.520
3678,Subsystem B,Sensor G,14.393
3679,Subsystem B,Sensor F,13.575
3680,Subsystem B,Sensor H,5.945
3681,Subsystem A,Sensor D,1.908
3682,Subsystem A,Sensor D,3.344
3683,Subsystem C,Sensor J,1.844
3684,Subsystem A,Sensor C,5.563
3685,Subsystem C,Sensor I,11.263
3686,Subsystem A,Sensor B,1.093
3687,Subsystem A,Sensor C,3.993
3688,Subsystem D,Sensor O,-1.586
3689,Subsystem B,Sensor G,13.923
3690,Subsystem C,Sensor K,5.462
3691,Subsystem C,Sensor L,10.033
3692,Subsystem A,Sensor D,3.587
3693,Subsystem D,Sensor P,-1.460
3694,Subsystem A,Sensor D,3.534
3695,Subsystem C,Sensor I,8.740
3696,Subsystem B,Sensor H,2.800
3697,Subsystem B,Sensor E,11.289
3698,Subsystem A,Sensor D,3.534
3699,Subsystem D,Sensor O,-2.069
3700,Subsystem A,Sensor C,5.591
3701,Subsystem D,Sensor O,-2.822
3702,Subsystem C,Sensor J,1.904
3703,Subsystem D,Sensor P,-1.281
3704,Subsystem A,Sensor C,3.709
3705,Subsystem A,Sensor A,8.583
3706,Subsystem B,Sensor H,5.796
3707,Subsystem B,Sensor H,3.308
3708,Subsystem D,Sensor P,-0.489
3709,Subsystem A,Sensor A,7.685
3710,Subsystem D,Sensor N,-1.977
3711,Subsystem C,Sensor L,9.050
3712,Subsystem A,Sensor C,5.553
3713,Subsystem A,Sensor A,9.090
3714,Subsystem D,Sensor O,-1.517
3715,Subsystem C,Sensor K,7.769
3716,Subsystem B,Sensor H,6.293
3717,Subsystem C,Sensor K,4.926
3718,Subsystem D,Sensor O,-2.303
3719,Subsystem B,Sensor F,13.918
3720,Subsystem A,Sensor C,6.987
3721,Subsystem C,Sensor K,5.857
3722,Subsystem B,Sensor G,14.521
3723,Subsystem B,Sensor H,3.835
3724,Subsystem C,Sensor I,10.522
3725,Subsystem D,Sensor M,-2.096
3726,Subsystem A,Sensor C,6.847
3727,Subsystem D,Sensor M,-1.941
3728,Subsystem B,Sensor G,13.802
3729,Subsystem A,Sensor A,9.952
3730,Subsystem C,Sensor L,9.494
3731,Subsystem C,Sensor I,8.710
3732,Subsystem A,Sensor D,3.201
3733,Subsystem B,Sensor G,12.839
3734,Subsystem A,Sensor C,6.891
3735,Subsystem C,Sensor I,9.421
3736,Subsystem D,Sensor M,-2.649
3737,Subsystem D,Sensor M,-1.866
3738,Subsystem A,Sensor C,8.354
3739,Subsystem D,Sensor P,-0.159
3740,Subsystem C,Sensor K,4.641
3741,Subsystem B,Sensor H,6.353
3742,Subsystem D,Sensor O,-2.612
3743,Subsystem D,Sensor P,-1.423
3744,Subsystem C,Sensor J,1.273
3745,Subsystem C,Sensor J,2.090
3746,Subsystem B,Sensor E,11.880
3747,Subsystem C,Sensor J,1.974
3748,Subsystem B,Sensor E,10.066
3749,Subsystem A,Sensor B,2.408
3750,Subsystem B,Sensor G,14.420
3751,Subsystem D,Sensor P,-1.180
3752,Subsystem B,Sensor F,11.378
3753,Subsystem C,Sensor J,2.018
3754,Subsystem B,Sensor F,14.799
3755,Subsystem C,Sensor L,7.473
3756,Subsystem B,Sensor E,9.944
3757,Subsystem A,Sensor C,6.917
3758,Subsystem B,Sensor H,6.240
3759,Subsystem D,Sensor M,-2.472
3760,Subsystem D,Sensor P,-0.241
3761,Subsystem D,Sensor O,-2.458
3762,Subsystem D,Sensor P,-1.504
3763,Subsystem D,Sensor O,-2.386
3764,Subsystem C,Sensor I,11.544
3765,Subsystem A,Sensor A,8.011
3766,Subsystem D,Sensor O,-2.571
3767,Subsystem C,Sensor L,8.748
3768,Subsystem D,Sensor M,-2.946
3769,Subsystem B,Sensor H,6.380
3770,Subsystem B,Sensor E,10.012
3771,Subsystem C,Sensor I,6.990
3772,Subsystem D,Sensor N,-1.177
3773,Subsystem D,Sensor M,-2.717
3774,Subsystem B,Sensor H,3.218
3775,Subsystem A,Sensor B,2.393
3776,Subsystem C,Sensor J,2.228
3777,Subsystem A,Sensor D,3.467
3778,Subsystem A,Sensor A,4.985
3779,Subsystem C,Sensor J,1.915
3780,Subsystem C,Sensor K,4.978
3781,Subsystem C,Sensor L,10.248
3782,Subsystem B,Sensor H,6.919
3783,Subsystem D,Sensor M,-2.730
3784,Subsystem C,Sensor L,10.044
3785,Subsystem B,Sensor E,12.704
3786,Subsystem B,Sensor E,10.736
3787,Subsystem B,Sensor G,14.366
3788,Subsystem D,Sensor P,-1.170
3789,Subsystem C,Sensor K,6.140
3790,Subsystem D,Sensor M,-1.904
3791,Subsystem D,Sensor N,-1.738
3792,Subsystem C,Sensor I,12.518
3793,Subsystem C,Sensor J,1.617
3794,Subsystem D,Sensor P,-1.447
3795,Subsystem D,Sensor N,-2.787
3796,Subsystem B,Sensor G,12.784
3797,Subsystem D,Sensor P,-1.413
3798,Subsystem A,Sensor B,2.562
3799,Subsystem B,Sensor G,13.983
3800,Subsystem B,Sensor F,11.229
3801,Subsystem A,Sensor B,2.245
3802,Subsystem C,Sensor I,7.494
3803,Subsystem C,Sensor J,1.296
3804,Subsystem D,Sensor N,-1.899
3805,Subsystem D,Sensor M,-3.000
3806,Subsystem D,Sensor P,-0.238
3807,Subsystem C,Sensor K,5.688
3808,Subsystem B,Sensor E,12.751
3809,Subsystem B,Sensor F,14.634
3810,Subsystem B,Sensor G,13.747
3811,Subsystem B,Sensor H,5.364
3812,Subsystem A,Sensor C,7.632
3813,Subsystem D,Sensor N,-0.846
3814,Subsystem A,Sensor B,1.671
3815,Subsystem C,Sensor L,8.308
3816,Subsystem A,Sensor B,1.492
3817,Subsystem D,Sensor N,0.000
3818,Subsystem C,Sensor J,1.471
3819,Subsystem B,Sensor E,9.087
3820,Subsystem D,Sensor P,-0.219
3821,Subsystem A,Sensor D,2.900
3822,Subsystem D,Sensor P,-0.091
3823,Subsystem D,Sensor O,-1.788
3824,Subsystem A,Sensor B,1.159
3825,Subsystem B,Sensor G,13.040
3826,Subsystem B,Sensor G,13.140
3827,Subsystem A,Sensor A,6.312
3828,Subsystem D,Sensor O,-1.292
3829,Subsystem D,Sensor O,-1.821
3830,Subsystem C,Sensor K,6.077
3831,Subsystem A,Sensor C,7.241
3832,Subsystem D,Sensor N,-1.948
3833,Subsystem C,Sensor L,9.021
3834,Subsystem B,Sensor F,11.029
3835,Subsystem B,Sensor G,12.412
3836,Subsystem C,Sensor J,1.546
3837,Subsystem D,Sensor N,-2.780
3838,Subsystem D,Sensor M,-2.257
3839,Subsystem C,Sensor J,1.126
3840,Subsystem C,Sensor J,1.627
3841,Subsystem A,Sensor C,8.347
3842,Subsystem C,Sensor L,8.611
3843,Subsystem A,Sensor C,7.411
3844,Subsystem D,Sensor N,-1.840
3845,Subsystem A,Sensor A,7.596
3846,Subsystem B,Sensor F,11.897
3847,Subsystem D,Sensor P,-1.560
3848,Subsystem B,Sensor G,15.000
3849,Subsystem C,Sensor L,8.729
3850,Subsystem B,Sensor G,13.753
3851,Subsystem A,Sensor C,7.726
3852,Subsystem D,Sensor P,-0.981
3853,Subsystem C,Sensor L,8.858
3854,Subsystem D,Sensor O,-2.685
3855,Subsystem A,Sensor C,7.711
3856,Subsystem B,Sensor E,12.380
3857,Subsystem A,Sensor D,3.305
3858,Subsystem D,Sensor O,-1.532
3859,Subsystem D,Sensor N,-1.349
3860,Subsystem D,Sensor M,-2.587
3861,Subsystem A,Sensor C,7.558
3862,Subsystem D,Sensor M,-2.119
3863,Subsystem A,Sensor D,2.190
3864,Subsystem A,Sensor A,10.219
3865,Subsystem A,Sensor C,3.716
3866,Subsystem B,Sensor E,9.895
3867,Subsystem A,Sensor C,6.776
3868,Subsystem A,Sensor A,7.264
3869,Subsystem A,Sensor C,7.806
3870,Subsystem D,Sensor P,-1.368
3871,Subsystem A,Sensor D,3.495
3872,Subsystem C,Sensor I,8.095
3873,Subsystem C,Sensor I,11.238
3874,Subsystem A,Sensor A,9.803
3875,Subsystem D,Sensor N,-1.529
3876,Subsystem C,Sensor K,7.447
3877,Subsystem D,Sensor N,-1.427
3878,Subsystem A,Sensor D,3.385
3879,Subsystem B,Sensor F,11.142
3880,Subsystem C,Sensor K,5.128
3881,Subsystem B,Sensor F,14.379
3882,Subsystem A,Sensor A,10.440
3883,Subsystem A,Sensor B,1.295
3884,Subsystem C,Sensor K,6.808
3885,Subsystem D,Sensor M,-2.852
3886,Subsystem B,Sensor E,10.695
3887,Subsystem A,Sensor C,7.576
3888,Subsystem B,Sensor F,11.140
3889,Subsystem C,Sensor K,5.365
3890,Subsystem A,Sensor A,8.360
3891,Subsystem B,Sensor F,13.853
3892,Subsystem B,Sensor E,10.157
3893,Subsystem D,Sensor P,0.000
3894,Subsystem C,Sensor K,5.023
3895,Subsystem B,Sensor E,11.661
3896,Subsystem C,Sensor L,8.706
3897,Subsystem B,Sensor F,11.249
3898,Subsystem C,Sensor L,8.585
3899,Subsystem D,Sensor O,-2.132
3900,Subsystem A,Sensor A,9.066
3901,Subsystem C,Sensor I,11.001
3902,Subsystem D,Sensor P,-0.373
3903,Subsystem A,Sensor A,8.135
3904,Subsystem B,Sensor E,9.989
3905,Subsystem D,Sensor P,-0.634
3906,Subsystem B,Sensor G,14.867
3907,Subsystem A,Sensor A,7.543
3908,Subsystem B,Sensor H,5.380
3909,Subsystem A,Sensor B,1.994
3910,Subsystem C,Sensor K,7.941
3911,Subsystem B,Sensor F,10.878
3912,Subsystem B,Sensor E,12.695
3913,Subsystem B,Sensor G,12.408
3914,Subsystem A,Sensor C,8.175
3915,Subsystem D,Sensor N,-2.274
3916,Subsystem C,Sensor I,8.047
3917,Subsystem C,Sensor J,1.089
3918,Subsystem C,Sensor J,1.630
3919,Subsystem C,Sensor J,2.035
3920,Subsystem C,Sensor L,8.677
3921,Subsystem B,Sensor F,11.249
3922,Subsystem C,Sensor K,6.354
3923,Subsystem B,Sensor H,6.583
3924,Subsystem D,Sensor M,-2.780
3925,Subsystem D,Sensor P,-1.189
3926,Subsystem B,Sensor G,14.208
3927,Subsystem A,Sensor C,8.290
3928,Subsystem D,Sensor O,-2.045
3929,Subsystem C,Sensor I,8.087
3930,Subsystem C,Sensor L,9.911
3931,Subsystem D,Sensor N,-2.296
3932,Subsystem D,Sensor P,-1.756
3933,Subsystem A,Sensor B,1.089
3934,Subsystem C,Sensor K,6.376
3935,Subsystem B,Sensor H,6.580
3936,Subsystem D,Sensor M,-2.112
3937,Subsystem D,Sensor P,-0.234
3938,Subsystem B,Sensor E,12.412
3939,Subsystem A,Sensor B,1.000
3940,Subsystem B,Sensor H,6.059
3941,Subsystem B,Sensor E,12.856
3942,Subsystem D,Sensor M,-2.219
3943,Subsystem D,Sensor N,-0.977
3944,Subsystem A,Sensor D,1.727
3945,Subsystem B,Sensor E,12.611
3946,Subsystem B,Sensor H,5.288
3947,Subsystem C,Sensor K,5.335
3948,Subsystem B,Sensor G,13.184
3949,Subsystem A,Sensor C,5.601
3950,Subsystem B,Sensor H,3.906
3951,Subsystem C,Sensor I,9.678
3952,Subsystem A,Sensor C,5.661
3953,Subsystem A,Sensor A,7.114
3954,Subsystem C,Sensor L,7.528
3955,Subsystem A,Sensor C,7.555
3956,Subsystem A,Sensor B,1.501
3957,Subsystem D,Sensor P,-0.879
3958,Subsystem D,Sensor N,-1.617
3959,Subsystem D,Sensor M,-2.624
3960,Subsystem C,Sensor L,9.102
3961,Subsystem B,Sensor E,11.261
3962,Subsystem C,Sensor J,2.391
3963,Subsystem D,Sensor O,-1.206
3964,Subsystem B,Sensor G,13.801
3965,Subsystem C,Sensor I,7.975
3966,Subsystem D,Sensor O,-2.575
3967,Subsystem C,Sensor K,4.602
3968,Subsystem B,Sensor G,12.585
3969,Subsystem D,Sensor O,-2.564
3970,Subsystem A,Sensor C,5.750
3971,Subsystem A,Sensor C,3.259
3972,Subsystem B,Sensor F,14.786
3973,Subsystem B,Sensor F,13.199
3974,Subsystem D,Sensor P,-0.173
3975,Subsystem A,Sensor A,7.165
3976,Subsystem C,Sensor J,1.165
3977,Subsystem D,Sensor M,-2.882
3978,Subsystem A,Sensor B,1.353
3979,Subsystem C,Sensor L,9.761
3980,Subsystem A,Sensor C,6.813
3981,Subsystem D,Sensor P,-0.677
3982,Subsystem A,Sensor A,4.967
3983,Subsystem A,Sensor A,9.849
3984,Subsystem B,Sensor H,3.687
3985,Subsystem B,Sensor H,2.842
3986,Subsystem C,Sensor I,9.524
3987,Subsystem C,Sensor J,1.279
3988,Subsystem A,Sensor B,1.208
